group_id,provisional_split
manual_dup_001,train
manual_dup_002,train
manual_dup_003,train
manual_dup_004,train
manual_dup_005,train
manual_dup_006,test
manual_dup_007,train
manual_dup_008,train
manual_dup_009,train
manual_dup_010,train
manual_dup_011,train
singleton-0CHrBSJAmY24quC0QSYA,train
singleton-0OEuk7X9WrM64hqQbedA,train
singleton-0Orp0pwbiOU0MIg0a28r,train
singleton-0TCko19jiO1CcXl2vqsd,test
singleton-0ajF0d1eniugei3qRqvl,train
singleton-0ejTKqobP0Z7bG7iS1dF,validation
singleton-0fMloNWonp8DEQff6L2n,train
singleton-0g77gkQGLuqJIxRBDCMC,train
singleton-0sRAfq8grYqMA2xuCHP6,validation
singleton-0vIelRhK7EUfEcEMkBV0,test
singleton-1BVaqcupKpVSmlh5tncK,train
singleton-1XJO4jpZ1EjuFK7M5WzU,test
singleton-1dnS0NtMgQN35Eb4GNTe,train
singleton-1zBF8eW6TRm4IBAb3Kwv,train
singleton-2Qh4yEmcE64JRJXTM10C,validation
singleton-2estUvSXu4usdh4plcAm,validation
singleton-2qD9FzEoqf4Rsihf6kf7,train
singleton-35kJU6sOxBnL8qucfgHx,test
singleton-3INKyAoeOEbPQKuxINbX,train
singleton-3wdTWWyA3a9YrQ9EfLc9,train
singleton-4XETInqs70Y4H9ry55k3,validation
singleton-4ajEucaVD61th8hqHdux,train
singleton-4baqXpqm2eXB2CHZWkM9,test
singleton-4ezyg6KhKI36ubNpMX1z,test
singleton-5fj7MBBP6mq9NtLfV51m,train
singleton-5p4hDwmBcrn3EI04GmlA,train
singleton-5tvMIxMJkb5Hp9bD8hBw,train
singleton-5xqkoD8kcbQ7JWIll2KF,train
singleton-5z8XJfD2gto4gT3gwPAK,train
singleton-60TqAIaOldetEAmBqqMX,train
singleton-619mdz3TlcOedTGFv0za,train
singleton-62UoaBv0beM5cBLCubmT,train
singleton-6B8gSWbJYQFfVadXSWxT,test
singleton-6R3F7WoZUjSohZEFSgXr,train
singleton-6ZHpQueANukCh7UeL4s5,train
singleton-6fMvy2k97BSY0a3P9Fbg,test
singleton-6hEWEvuUeZhYU514UX1O,train
singleton-6lWV6Qw0w487DgkyyVX9,train
singleton-6nPmmdeGSmklKpfLZ04I,train
singleton-6wbVR0oBIJ7D6xM1XfYh,train
singleton-6yISFDLTaSrGRErrVKUw,test
singleton-6zcUFRrk82e1KtW3sxk6,train
singleton-70XMYeBZO8t3mAXtu9ke,train
singleton-77sSza06NSDiTCn9F0sb,validation
singleton-7Qa4QokXVymOY6hvk9CF,train
singleton-7VMQ21x6vDuAvoY6Ku2F,train
singleton-7ZBa5LYXLSg2gd59x0Nl,test
singleton-7aLiOz0V7KPglydbD5H7,train
singleton-7fuygdEv6dS4UyQgImYj,train
singleton-84V2JE8FINqroFaJRHRL,train
singleton-88HbrJU619doTzltW6lx,train
singleton-8ClEJ3kbOB1pz5A9tOlh,train
singleton-8JoO2wxDSeESnh5SmJpP,train
singleton-8LgvW2srLb751N5SJDxq,train
singleton-8NK1Ihm4MCS1gRXK4WzH,validation
singleton-8O2JjSJCb1ylJibwosnA,train
singleton-8Ru4Ji0Klp7qaNJNZXqv,train
singleton-8kz63cbCBKbeeiebv7po,train
singleton-9ImTEhfk6VqdMSI01r6x,train
singleton-9RMi9YBhKa1nLz3ugIma,train
singleton-9T2zKDdtXzGyeq44pjGp,train
singleton-9V8ayqofeUijfaI5tMrr,train
singleton-9VzteFV9D5SnmZlhQHfL,train
singleton-9jEW0aifcZKM5bRlaCWY,train
singleton-9koFugzZozUI9YIfWZk0,train
singleton-9uyGbpRuvoK6FWsiIhGx,test
singleton-9xNY90loilCLVSX84iwp,train
singleton-A2iSTnVfTHioOl73tkQd,train
singleton-AIAwqRIKtkrSOj8atqNs,train
singleton-Ai3fqVHdn3cSDpuEaa5l,train
singleton-Ais9TUGiL1MJDTRdjVnE,train
singleton-AvvR6iF4C7rqEdb4F2SB,train
singleton-B28mQjiO7iQrGNpLEnKa,test
singleton-B2QiCIntf9RxLHCBKmVy,train
singleton-B2znvjHzOOKJdNuzNnwo,train
singleton-B809pvlQ32XXT2akrDG5,train
singleton-BFG4pp4pV1WkTUQUDVvc,validation
singleton-BKQc0VOlqhWGIuqGozuK,train
singleton-BTDhw7BCTG4sfwnaraKa,train
singleton-BZkvs1U3ZhiNDdJ7EitR,validation
singleton-BgmyvUGHmaKd9YGpEfYd,train
singleton-BhdMkBrR1P1zUTVq9DaC,test
singleton-BqslKEg23m8hmDaQGJMo,train
singleton-BwtdnuFIdhZLIWJuO3BZ,train
singleton-CDbWzCeakwV73xXd2qlq,train
singleton-CF4PPPCAZgulnXoSl3hj,train
singleton-CGks86YYT3ldFKEyDmBe,train
singleton-CM5yr8YHsaaoIdidqtnU,train
singleton-CSJxc0owYRXzhKLvpTQ9,test
singleton-CVIS4alNHovwaIjoYMxe,train
singleton-Cd1T5uyp8ZPWDdHbg0nr,train
singleton-CoVIro6CIADvOn5LnoQw,train
singleton-D2TlRBeF3Z3XnwTXgwdf,test
singleton-DErEbvqFZXpWqvCNQa9N,validation
singleton-DOt8L8n8BNwvRpo1BFy7,test
singleton-DQK6LrJqCXecgKPqH5UV,validation
singleton-DRtY5eg2m6BkQJHYfMJy,train
singleton-DY7f9eSSIqF3cejIv59H,validation
singleton-DcP4LlxYQwLImU646IZ7,train
singleton-Df656VZ1wmrTjmmkqq3j,train
singleton-DiZN18wef1vuHh6pVvtI,train
singleton-Dl8EqAh6dPQw7Dq34TlH,train
singleton-Dny3q3vJmCFOBIzhGir1,test
singleton-EMcfZIuO2gmvi4krBUxS,test
singleton-EdR5Rau43iqKaPKbjsHM,validation
singleton-F75mTbxKUV3DbBpuTvZq,train
singleton-F9BUOPsajE69txpyePoP,validation
singleton-FbZqQM7gZbTKYNSbQPNc,test
singleton-Fclex3JhZn6KA5UzhPqs,train
singleton-FdDCioACvsve0FOYsuw2,train
singleton-FnmvDGwRQ2lAaLFhuOWQ,train
singleton-Foo1oq3oHF7pBhTWKpnL,train
singleton-FxSzogHP5qjTmbBVRQ5K,test
singleton-FyyZcyYXsPHz2XgfCwAs,train
singleton-G4gekWExHFiC5oxkqJg6,test
singleton-G6t1yK9gNn0LIS4hbciD,train
singleton-GAAQsDQ6cH9YB5cJ6aHb,train
singleton-GF2RQ1mpGBJzlTjKoCHR,test
singleton-GI3xss1sRRS18wHohAkx,train
singleton-GKGcxwlCacsz6brHHLRV,train
singleton-Gbgzj50ZzCdiYvoAOmpo,train
singleton-GgFocHO8SbtIBUGEFc8E,train
singleton-GpEW4sBKjwFabVZSUq2b,test
singleton-Gu6rHBgSwUF5mwFa6lfI,test
singleton-H6Qo9zKVlWVMqPD3713Z,train
singleton-HKL8h8X9rHt0XCXlAVNL,validation
singleton-HQnZU6tMxbfwgxWzc8mt,validation
singleton-HU0eUY9BAn3Cnsxt7y4r,train
singleton-HY3Mq3OzeaAt6PXtTxKq,train
singleton-HYb9stwdqDCKBBrTeTLe,train
singleton-HYomb2CyhaWUoXglExmz,train
singleton-HvvG43BEgtvO5Az8qBX5,validation
singleton-HwlufkrcXA9g8e3aNCm5,train
singleton-IGdAVWEbTKrgM8llrZbm,train
singleton-IUKDvF2wZjRXWHNvujtd,validation
singleton-IdQmnhilWUB8CW2LFhdD,test
singleton-IdlpHmd45MACc3eXTRqN,train
singleton-IxZ3C1K7vs4I43UcFG63,test
singleton-J1TlMOzR3PfvLVrD3kL2,validation
singleton-J3hznbBPysK0tWYT9WUi,train
singleton-J43xY0jaSQexxzdN3Uoe,train
singleton-J8VVYL7NFqag8Q2h1LdU,test
singleton-JFPLvXzjr38rcbgvCedz,train
singleton-JQnSkF4L5Wmw2aJj0nae,validation
singleton-JSKtWAeEIHCqkNcipvGH,validation
singleton-Jn53NESS4TbEWJbuvG70,train
singleton-JtlLc8vU4kkL2Jz7ctjA,train
singleton-K0CnIma3AqzHtRo2VNdu,test
singleton-KMRRC0uoR29Yq6wEaJrP,test
singleton-KN9YcUjf4MbiILNfF6d1,train
singleton-KyqVojaz6oaARWVjEAyG,validation
singleton-LECJ0QrWJeyWICbOqamy,train
singleton-LSzsvsjaUz4782epO92M,train
singleton-LUvZ2w5JsB8sHFevCPRy,train
singleton-LgO9XnFYKArvgSB2viem,train
singleton-LkPWuopeX4IeCkstwBpU,train
singleton-MBuNKaZBdNlilQvSv3zC,validation
singleton-MUAB7pAwP5R5mAfVEWsH,train
singleton-Mbgd4Kw22vX5vdWxqfRn,validation
singleton-MkxXQ8wmfbTbRbgDBAK1,train
singleton-MqWRDetc1VZN6mHw7iwA,train
singleton-MvvtCo7VlWi4U7eiAk9x,train
singleton-NCdN7Jz3Eoh0ICakh5Cx,test
singleton-NL3zUnIqUyNKhcch1hNK,test
singleton-NSxOF60pUyiloAjZa1zY,train
singleton-Npv1zPbAHshMBBa1mbY4,train
singleton-NtpAqzunm5la8DrZocsj,train
singleton-OQJwjQoYsf1KUgr9G0V8,validation
singleton-OnqsKM2CX6FubTfVtaAG,train
singleton-Onxr5fVm9Rf4SRgJSUwU,test
singleton-OugGxvkSv1brFNywY26P,train
singleton-P2bOf45tvhUMqEYK8wqW,train
singleton-P4kyoAALuWE7lYtori2d,train
singleton-P7zAHwjb68yXM9zLAlb1,train
singleton-P9Jz8sNsaNTHaD6dqhKc,test
singleton-PIo6f9EGJ9nINHXHAGy7,test
singleton-PTpMxjS814v4U28HlRcf,train
singleton-PqhswFNoQbq1qKOEBp5u,train
singleton-Pto3IbY2BV6RjJJsxw4T,train
singleton-QUQENHzkWEHi5igbSpA1,validation
singleton-QVvTSJRWlcfwVnFYCOJ9,train
singleton-QYjn7wMnjUSLcCSRwwn1,train
singleton-QiKJqc8mjFL8EnIf105y,train
singleton-QmjHa7u0ZQG0cE5HadWX,train
singleton-R32m4IeILycIsDayiufx,train
singleton-RGHYIrvH4ypjKeh0X9jI,test
singleton-RKuAbxAitj0j4NzRD0Px,train
singleton-RL2s7RdAmeNec6fLrJez,train
singleton-RRlPrUJXfRWGGJ6CeKIL,train
singleton-RdJdZdkvlh1EvYQcyy98,train
singleton-RpNbe3NA9Ewqpz10Tid7,validation
singleton-SA6z7RB5PM7Ij8AwZgp1,validation
singleton-SAxTZz7s67P7PHgPiVQD,train
singleton-SJJJI5U15RfnloEUpsCl,train
singleton-SOVx70YdnCwZQTD0yb1N,train
singleton-SPkjTewbo5B0mADZT61m,train
singleton-STq4QNtivjTEw93pnzUf,train
singleton-SkRWCmGhaCswgUNKIAos,train
singleton-SoyYOpTgmlQWlluJOZEE,train
singleton-SpqTKP1HgPTfRMf3kjMw,train
singleton-SurmZufksfn5NllTtjD8,train
singleton-Sx8zzDNF7sd2E0aaDtN8,train
singleton-Sxg7i96XAHXonWrVAV8Q,train
singleton-T6C7HiZwQDa07dlanhBF,train
singleton-TRn9Bx3c2kyqm0x9Suct,train
singleton-TfT34mr30shVLpJdQuu4,train
singleton-TqbtZYtTWiEhg5zB0duU,train
singleton-Tw3kcCGIMX2DmGQevfCR,train
singleton-TypXpPM2GOKRXVcgFCjR,train
singleton-U0AseIcul3Oj2l27WnM8,test
singleton-U1qd4okczSBsE3VT6pzg,train
singleton-U8OKPL7BU1Y2lII5M7Ui,validation
singleton-UCdf01APuQuNPLZxO7Vb,train
singleton-UUktj1unQEF7oxAAKuge,train
singleton-UzXLvGMEvzoOvv29dkyY,train
singleton-V2ZGAcXVfLD8h3Nv7zCq,train
singleton-VBtNhSPdKWG9aB5UwSAp,test
singleton-VKyk8uoMs024kVF0SQRN,train
singleton-Vtt35PA66TdcCFU5LqWG,train
singleton-VzapfWdPlwdZ5ZjvR9Lz,train
singleton-WDUbla9aKXNSFb1VPo3Y,train
singleton-WK7rSXorlMi85h9asAR3,train
singleton-WeIamb2srt7SBgcfAFq1,validation
singleton-WfgDXbNWgS61DtELPPR9,train
singleton-WiRPJkDVQdPSvkqMW8Rh,train
singleton-WizgfRCkmeL3P8qusBOI,train
singleton-WmrVhZUFxNgrZvYUWnIJ,train
singleton-WrxzGNad1ocUQmr32npK,validation
singleton-Wv9gMcKNBNTvFlSRuZe3,train
singleton-WvGmeXrUqULTXbaSGJgZ,validation
singleton-Wxlj5YOPuTXsUopMH7bg,test
singleton-WzTgGIeyuH1B3BYfY7tf,validation
singleton-X5ZA7xQ8Kzl1xm0xBcdd,train
singleton-X8B97hWGbmozigS9fEf4,validation
singleton-XJ12x7QMBoWQ5JDrvK1E,train
singleton-XQUau6Bs9iWpTYrXHtq0,validation
singleton-XR2eyVIj5HC0jcNt3TaF,train
singleton-XakHn7NQJzcdCBMuA4V1,train
singleton-XglPXJS02oKjbtcYMeG1,train
singleton-XvqBrAuKPXCrvqEIjBai,train
singleton-Y1meTyz9qAlTOKqcMF21,train
singleton-Y8Qx4RUxXlcq5dm2gx4n,train
singleton-YEZrZA7GrbvlyKBA7z5q,train
singleton-YUsaUSUsoTg1Dhf5PVRS,train
singleton-Ye8ccAU3zvBw2RWzUr4w,test
singleton-Yus4GG8O9bfML35pe2Xg,train
singleton-ZBOFTpRZenVU4pLo2qvs,train
singleton-ZC5U6cHpgTUpFTtOQWiW,test
singleton-ZSEtO1xi7ojj6XTirEb1,train
singleton-ZtkHwixUGYxprWRUjVfK,train
singleton-ZyE71IGsDLI6OG9aIUwV,train
singleton-aEsSiryCIhDl2uLhyYVc,train
singleton-aY9eNC7XGXN7yzM04BIy,train
singleton-ahfMFVQYlwiC5qDCiYTe,train
singleton-ajCO2t9BGFENy5GElzHf,train
singleton-ajcbQPBpsaCua5ocPPgp,train
singleton-arsAD5W3OM2LZE59FvZO,train
singleton-bQfpZl7W2IH4XyIddjOY,train
singleton-bQh3X6QEPcT50H0QeLPP,train
singleton-bya4T8yTfPXtyN71EGq6,train
singleton-cR6jQqnXlXEih0YeParx,test
singleton-cYheOItaMXJ9X72dU5u4,train
singleton-d1LRdQbKYoIKVWX76Mj1,test
singleton-dOdZyD1R1kVyKKu9TD1D,test
singleton-dV0CbyCSJtXWWMuNiUBb,train
singleton-dVaKcGZ9EJmsN6TEqTdZ,train
singleton-dYU1JnyrMTQu4U60pGK9,train
singleton-dcveFfgBcxZdfrcwfGt2,train
singleton-dkDUAa5JcRqtBp6op5UD,validation
singleton-dwz8H6tUE91TOzWAqabt,train
singleton-eAKrlJVl2YEdaogp9yez,train
singleton-eK6ftnVVMa7WC57HMKWj,train
singleton-eZW0CBCWqoYoxqYPQphx,train
singleton-euCQjjUlEThJqziS0g9T,validation
singleton-f0Z2QQcy1PolmwGQXPzx,validation
singleton-f1CUR1R0AXa8BF8OuBa2,train
singleton-f9lN7loqzgrkrUl5cotk,test
singleton-fACVNCxfZ1UpWLOyW5Un,train
singleton-fCguAs4b5u4OAThWLpsh,test
singleton-fLAAu4V914vaOBpzi2jz,train
singleton-fUSboNBF7gsWxFhJcana,train
singleton-fVfuf7cWPnRyw4D9x1vo,validation
singleton-fZbJypRfWdeUfPmPJbv2,train
singleton-feq9UuxoWtVRBPUnMr4G,test
singleton-fh9ZLK61WWobTGZsxZtb,train
singleton-fl9aZo56CB47TAGghJlT,validation
singleton-fttALlrksUCBwd1P1uxT,train
singleton-g1wRtvNq6gOrnSakm4aj,test
singleton-gNPDrOkY5ncvCstpk8Ir,train
singleton-gPFGULsXJIadGfSxA0ZC,train
singleton-gYn6rlfE3jNZF4ue6QGT,validation
singleton-glS8kOIkWw2z5g9Jf0YI,train
singleton-gtQyCqdKvXk2yIeURzCw,train
singleton-guTxd6qoSMleRrrzuudX,test
singleton-gwAoT5NhaRgUOaU5OHpI,validation
singleton-hKVfPWLhNq2uN8d3SJs1,train
singleton-hRBalleqqyG7t2msbEJX,validation
singleton-hn0aQnTlX2RCubxvozTD,train
singleton-hsfBHYazMXnS3WJlQzR7,train
singleton-iJ4dUZWQCFaMhFRpxFFB,validation
singleton-iYDeCo5SbjJugwsbVESB,train
singleton-iaiWnIvvT5pVlhb0dKOl,train
singleton-ifby7cAiqu9ONl1N8bBb,train
singleton-imjwATL2GrVSVnpZbh6h,validation
singleton-inWNXCMjoiZbYJ8VZYuO,test
singleton-iubfYkjY0FQevxBHrSDF,train
singleton-j62kdLyGTgOcZr6cFg4l,validation
singleton-jB6vHTpd3bg6PYMbkqIa,train
singleton-jDwIXNJBgF475XoAE6vp,train
singleton-jMjBquUFO7RKmJoREtKf,train
singleton-jZRJXWZrSuoa2xxRDSQL,train
singleton-k5KncB0t5cKDlnJjjD7R,train
singleton-k9xkkgvQEhZ5r4UBzBLi,train
singleton-kTH5lgBkMr7IPrRdEdsH,train
singleton-kd9SJdeJNaqWF3otEono,validation
singleton-keYyPpX3glyxtyVpJW0h,validation
singleton-kfY9GYBFnMHnsmXlT7Pk,train
singleton-krq8FSSwp3IHgm9N0pao,train
singleton-kusZ7rL0IJdPP025Z3VL,train
singleton-l3CKxvrKhNSJ5s7EZGYx,train
singleton-l6p3b5329wOTIlDWrxKz,validation
singleton-l9Dl2hgmgUUntj7KnCDr,train
singleton-lHkj3xNmUL3G67dHG1Zr,test
singleton-lSb8IK6pm0WEKyASISFH,train
singleton-lgBtELsXF4mmvJVuTAhW,train
singleton-ljmzAWSjDGWvNtmeIhi5,train
singleton-m2cPIgGRcvybNcEUB6QU,train
singleton-mGpEymQ65D2CMZ9cGGfq,validation
singleton-me3L0EvJNoTCq7JgLKP6,train
singleton-mlodMvChxLj1pS9RDfqi,test
singleton-mp5LAcrQy7CC3sruY2wU,train
singleton-mzi1EX980oEaKVVulnGv,train
singleton-n3HmiRWyY5MKTrr6Vrd3,train
singleton-nQrqR72SD3sC9Hms1O9U,validation
singleton-nTcgBq8KIfwkvtofPfOw,validation
singleton-nXwfWz2We6dOnsyzeEno,train
singleton-naWKv1VFkDVnpPnS59Bf,validation
singleton-niY7CVigYcNQ0OdTBcor,train
singleton-o0SiQwUZ5uRlCXASCtiR,test
singleton-oC3kPMC7WbZm0vaMoq09,train
singleton-oJppm5xk3UqypLwM3EiO,train
singleton-oL1x933NyN6wiKXhxOob,train
singleton-oNY9i1I2LbSYd4Zq924U,test
singleton-oTvvPXX0GF2JCGezEtXJ,train
singleton-ojwkuYxr8Yg4pw09PSCT,train
singleton-p0WuKqx9EeARevPPWyRq,train
singleton-p96kP7xmkvs84TmnINFt,train
singleton-pE6UkMMWzcDOy86QHSoC,validation
singleton-pIzGCRRLnf8bfGnx48Ka,validation
singleton-pMftFzW2M3bmHHBJOTG2,train
singleton-pb3x906Z3qhaYLgBVWrb,validation
singleton-prVjNgHS0pAKIQUelidW,validation
singleton-pwZkhgJcda4HLCsziTh1,validation
singleton-q2wyXKnABjAqqL0mLiG7,train
singleton-q96gkRtLhrZTtKhFqiQU,train
singleton-qEBVz8CKiWp4KmTFLCBu,train
singleton-ql4CBoTCV3vDAYdQsYAA,test
singleton-qm0fl8ee3HpSLSCrrqDG,test
singleton-qpGvhFrN8YelHx1yTsM9,train
singleton-qrutbsVFIvplPnd3QSpO,train
singleton-qx08jrWTs2SMpvKiaAT7,train
singleton-r3HWnAoRdj2C2qeAdFkr,train
singleton-r3UicRnZtAlek7LbZebm,train
singleton-r4BbR2gJ7CPp1ObMrFIz,train
singleton-rE8YybvIjJNdTtORaoUg,test
singleton-rGmTI5PGRqRSwShjd9Ud,validation
singleton-rH8exgws1DxUXM1Sl2EC,test
singleton-rTdiLvt8dIscf2PQBU1j,train
singleton-rYhDjwrXPlmdX7ft3uh3,test
singleton-reY8VQLEFB5lzBT6SyIc,train
singleton-rgmMTV7vKJ6wlhm6IioB,train
singleton-rpdoJYbURHUkBIZtjRyx,train
singleton-s9ircNOjL3KJuH5uqnhY,train
singleton-sCBw5cHMoREKazVjQfkj,train
singleton-sRXEOujQOUMfRHzPXYsE,validation
singleton-sSsfNfmuKklWQnB6wgFb,test
singleton-sl5odNB8YRmCtgwWD7pE,train
singleton-szhdyw6JE1HhJo9ILihS,train
singleton-szjOIXL0vHTzXnHCk2QD,validation
singleton-t3Bt4eQVavoJA4eXFvEO,train
singleton-t92NygAuu8S9QMcR2Neh,train
singleton-tAHPTKhPWsGlGkTWoapB,train
singleton-tgYP65AdeQ00p58sCuL0,train
singleton-tqzQPhC5wHy3xDwCdFuo,train
singleton-u4uGaDsy2tThEpOEs5TM,train
singleton-uZZkiFjkPxvryVuQh0S0,train
singleton-v1m3svUyUjC30E9pB92L,train
singleton-vYEZdbnXgIU3r7Aa4AWT,test
singleton-va1h7fuyzlYl8u8358Qx,train
singleton-vh2ww5CJ1DQeofRTmQMg,train
singleton-vhz25WpcjcQ6mGS8YP5I,train
singleton-vltD7ae0puVQgcj8VjlZ,validation
singleton-vz16uUIqOlsdLgROccQ3,train
singleton-wFFDRQDkZr4rERlpbwFV,test
singleton-wS4knG95ig6T2ZEozbZe,validation
singleton-wYXa9TLh0h7ZFuKLZ9KA,train
singleton-wfDgURKw6U5nt33bmej0,validation
singleton-wpbZJyURzZHruvXGMRtd,train
singleton-x9uzQ6SwddanWcvV1McI,train
singleton-xCsoN8tQQsB259iyGJJD,test
singleton-xEWKVpjbfnBH9kQEaUbB,train
singleton-xibnPIqURhNVJI3zP0bz,train
singleton-xnxssvkuDMAznbmlK9z8,validation
singleton-y3fseRK4akRrTNtrmPfb,train
singleton-yE5PdkrjifxbV7QoD5xc,train
singleton-ySDlICqH087yeYmYSVbI,test
singleton-yeO7WH7v2BmSeIvpsQxr,train
singleton-ywH2LFvRJto6sV68hk5v,train
singleton-yyV4SbiMGeqs0hjR2Nmk,train
singleton-zIjMWx3EGNSbPhJ6eyDE,train
singleton-zs9Fbr1mSnefWqSSmWcg,train
